2026-07-01 14:47:35 | INFO     | bot.client | Initialized Binance Futures Testnet client (base_url=https://demo-fapi.binance.com/fapi)
2026-07-01 14:47:35 | INFO     | bot.orders | Order request: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.01}
2026-07-01 14:47:36 | ERROR    | bot.orders | Binance API rejected the order: APIError(code=-2014): API-key format invalid.
2026-07-01 14:51:28 | INFO     | bot.client | Initialized Binance Futures Testnet client (base_url=https://demo-fapi.binance.com/fapi)
2026-07-01 14:51:28 | INFO     | bot.orders | Order request: {'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': 0.01}
2026-07-01 14:51:28 | INFO     | bot.orders | Order response: {'orderId': 18201940508, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJ49ffe74e2b4a2fea1917ce', 'price': '0.00', 'origQty': '0.0100', 'executedQty': '0.0000', 'cumQty': '0.0000', 'timeInForce': 'GTC', 'type': 'MARKET', 'reduceOnly': False, 'closePosition': False, 'side': 'BUY', 'positionSide': 'BOTH', 'stopPrice': '0.00', 'workingType': 'CONTRACT_PRICE', 'priceProtect': False, 'origType': 'MARKET', 'priceMatch': 'NONE', 'selfTradePreventionMode': 'EXPIRE_MAKER', 'goodTillDate': 0, 'updateTime': 1782897688693}
2026-07-01 14:52:46 | INFO     | bot.client | Initialized Binance Futures Testnet client (base_url=https://demo-fapi.binance.com/fapi)
2026-07-01 14:52:46 | INFO     | bot.orders | Order request: {'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': 0.01, 'price': 60000.0, 'timeInForce': 'GTC'}
2026-07-01 14:52:46 | INFO     | bot.orders | Order response: {'orderId': 18202195378, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJ8a37d9ef4f62e7092e4a10', 'price': '60000.00', 'origQty': '0.0100', 'executedQty': '0.0000', 'cumQty': '0.0000', 'timeInForce': 'GTC', 'type': 'LIMIT', 'reduceOnly': False, 'closePosition': False, 'side': 'SELL', 'positionSide': 'BOTH', 'stopPrice': '0.00', 'workingType': 'CONTRACT_PRICE', 'priceProtect': False, 'origType': 'LIMIT', 'priceMatch': 'NONE', 'selfTradePreventionMode': 'EXPIRE_MAKER', 'goodTillDate': 0, 'updateTime': 1782897766903}
